time	V(rs)	V(vout)
1.289486947043312e-07	1.600000e+00	7.587730e-01
1.299252572043312e-07	1.600000e+00	7.589077e-01
1.309018197043312e-07	1.600000e+00	7.590305e-01
1.318783822043312e-07	1.600000e+00	7.591428e-01
1.328549447043312e-07	1.600000e+00	7.592456e-01
1.338315072043312e-07	1.600000e+00	7.593399e-01
1.348080697043312e-07	1.600000e+00	7.594266e-01
1.357846322043312e-07	1.600000e+00	7.595063e-01
1.367611947043312e-07	1.600000e+00	7.595799e-01
1.377377572043312e-07	1.600000e+00	7.596477e-01
1.387143197043312e-07	1.600000e+00	7.597103e-01
1.396908822043312e-07	1.600000e+00	7.597682e-01
1.406674447043312e-07	1.600000e+00	7.598219e-01
1.416440072043312e-07	1.600000e+00	7.598716e-01
1.426205697043312e-07	1.600000e+00	7.599178e-01
1.435971322043312e-07	1.600000e+00	7.599607e-01
1.445736947043312e-07	1.600000e+00	7.600005e-01
1.455502572043312e-07	1.600000e+00	7.600375e-01
1.465268197043312e-07	1.600000e+00	7.600720e-01
1.475033822043312e-07	1.600000e+00	7.601041e-01
1.484799447043312e-07	1.600000e+00	7.601341e-01
1.494565072043312e-07	1.600000e+00	7.601620e-01
1.504330697043312e-07	1.600000e+00	7.601880e-01
1.514096322043312e-07	1.600000e+00	7.602124e-01
1.523861947043312e-07	1.600000e+00	7.602351e-01
1.533627572043311e-07	1.600000e+00	7.602564e-01
1.543393197043311e-07	1.600000e+00	7.602761e-01
1.553158822043311e-07	1.600000e+00	7.602947e-01
1.562924447043311e-07	1.600000e+00	7.603120e-01
1.572690072043311e-07	1.600000e+00	7.603282e-01
1.582455697043311e-07	1.600000e+00	7.603433e-01
1.592221322043311e-07	1.600000e+00	7.603574e-01
1.601986947043311e-07	1.600000e+00	7.603706e-01
1.611752572043311e-07	1.600000e+00	7.603830e-01
1.621518197043311e-07	1.600000e+00	7.603945e-01
1.631283822043311e-07	1.600000e+00	7.604052e-01
1.641049447043311e-07	1.600000e+00	7.604153e-01
1.650815072043311e-07	1.600000e+00	7.604246e-01
1.660580697043311e-07	1.600000e+00	7.604333e-01
1.670346322043311e-07	1.600000e+00	7.604414e-01
1.680111947043311e-07	1.600000e+00	7.604489e-01
1.689877572043311e-07	1.600000e+00	7.604560e-01
1.699643197043311e-07	1.600000e+00	7.604624e-01
1.709408822043311e-07	1.600000e+00	7.604684e-01
1.719174447043311e-07	1.600000e+00	7.604740e-01
1.728940072043311e-07	1.600000e+00	7.604791e-01
1.738705697043311e-07	1.600000e+00	7.604837e-01
1.748471322043311e-07	1.600000e+00	7.604880e-01
1.758236947043311e-07	1.600000e+00	7.604920e-01
1.768002572043311e-07	1.600000e+00	7.604956e-01
1.777768197043311e-07	1.600000e+00	7.604989e-01
1.787533822043311e-07	1.600000e+00	7.605018e-01
1.797299447043311e-07	1.600000e+00	7.605044e-01
1.807065072043311e-07	1.600000e+00	7.605067e-01
1.816830697043311e-07	1.600000e+00	7.605088e-01
1.826596322043311e-07	1.600000e+00	7.605106e-01
1.836361947043311e-07	1.600000e+00	7.605122e-01
1.846127572043311e-07	1.600000e+00	7.605135e-01
1.855893197043311e-07	1.600000e+00	7.605146e-01
1.865658822043311e-07	1.600000e+00	7.605155e-01
1.875424447043311e-07	1.600000e+00	7.605161e-01
1.885190072043310e-07	1.600000e+00	7.605166e-01
1.894955697043310e-07	1.600000e+00	7.605169e-01
1.904721322043310e-07	1.600000e+00	7.605169e-01
1.914486947043310e-07	1.600000e+00	7.605169e-01
1.924252572043310e-07	1.600000e+00	7.605166e-01
1.934018197043310e-07	1.600000e+00	7.605162e-01
1.943783822043310e-07	1.600000e+00	7.605156e-01
1.953549447043310e-07	1.600000e+00	7.605149e-01
1.963315072043310e-07	1.600000e+00	7.605140e-01
1.973080697043310e-07	1.600000e+00	7.605130e-01
1.982846322043310e-07	1.600000e+00	7.605119e-01
1.992611947043310e-07	1.600000e+00	7.605106e-01
2.000100000000000e-07	1.600000e+00	7.605092e-01
2.000110000000000e-07	1.600000e+00	7.605088e-01
2.000130000000000e-07	1.600000e+00	7.605067e-01
2.000170000000000e-07	1.600000e+00	7.605008e-01
2.000200000000000e-07	1.600000e+00	7.604956e-01
2.000203000000000e-07	1.600000e+00	7.604949e-01
2.000209000000000e-07	1.600000e+00	7.604939e-01
2.000221000000000e-07	1.600000e+00	7.604917e-01
2.000245000000000e-07	1.600000e+00	7.604877e-01
2.000293000000000e-07	1.600000e+00	7.604796e-01
2.000389000000000e-07	1.600000e+00	7.604635e-01
2.000581000000001e-07	1.600000e+00	7.604312e-01
2.000965000000001e-07	1.600000e+00	7.603666e-01
2.001733000000002e-07	1.600000e+00	7.602367e-01
2.003269000000004e-07	1.600000e+00	7.599750e-01
2.006341000000007e-07	1.600000e+00	7.594461e-01
2.012485000000014e-07	1.600000e+00	7.583792e-01
2.022250625000014e-07	1.600000e+00	7.566786e-01
2.032016250000014e-07	1.600000e+00	7.549837e-01
2.041781875000014e-07	1.600000e+00	7.533010e-01
2.051547500000014e-07	1.600000e+00	7.516323e-01
2.061313125000014e-07	1.600000e+00	7.499775e-01
2.071078750000014e-07	1.600000e+00	7.483365e-01
2.080844375000014e-07	1.600000e+00	7.467087e-01
2.090610000000014e-07	1.600000e+00	7.450939e-01
2.100375625000014e-07	1.600000e+00	7.434916e-01
2.110141250000014e-07	1.600000e+00	7.419018e-01
2.119906875000014e-07	1.600000e+00	7.403238e-01
2.129672500000014e-07	1.600000e+00	7.387576e-01
2.139438125000014e-07	1.600000e+00	7.372028e-01
2.149203750000014e-07	1.600000e+00	7.356591e-01
2.158969375000014e-07	1.600000e+00	7.341262e-01
2.168735000000014e-07	1.600000e+00	7.326039e-01
2.178500625000014e-07	1.600000e+00	7.310919e-01
2.188266250000014e-07	1.600000e+00	7.295900e-01
2.198031875000014e-07	1.600000e+00	7.280979e-01
2.207797500000014e-07	1.600000e+00	7.266154e-01
2.217563125000014e-07	1.600000e+00	7.251424e-01
2.227328750000014e-07	1.600000e+00	7.236785e-01
2.237094375000014e-07	1.600000e+00	7.222235e-01
2.246860000000014e-07	1.600000e+00	7.207772e-01
2.256625625000014e-07	1.600000e+00	7.193395e-01
2.266391250000013e-07	1.600000e+00	7.179101e-01
2.276156875000013e-07	1.600000e+00	7.164890e-01
2.285922500000013e-07	1.600000e+00	7.150757e-01
2.295688125000013e-07	1.600000e+00	7.136703e-01
2.305453750000013e-07	1.600000e+00	7.122725e-01
2.315219375000013e-07	1.600000e+00	7.108822e-01
2.324985000000013e-07	1.600000e+00	7.094991e-01
2.334750625000013e-07	1.600000e+00	7.081233e-01
2.344516250000013e-07	1.600000e+00	7.067544e-01
2.354281875000013e-07	1.600000e+00	7.053924e-01
2.364047500000013e-07	1.600000e+00	7.040370e-01
2.373813125000013e-07	1.600000e+00	7.026882e-01
2.383578750000013e-07	1.600000e+00	7.013459e-01
2.393344375000013e-07	1.600000e+00	7.000098e-01
2.403110000000014e-07	1.600000e+00	6.986799e-01
2.412875625000014e-07	1.600000e+00	6.973560e-01
2.422641250000014e-07	1.600000e+00	6.960381e-01
2.432406875000014e-07	1.600000e+00	6.947259e-01
2.442172500000015e-07	1.600000e+00	6.934195e-01
2.451938125000015e-07	1.600000e+00	6.921185e-01
2.461703750000015e-07	1.600000e+00	6.908231e-01
2.471469375000015e-07	1.600000e+00	6.895329e-01
2.481235000000016e-07	1.600000e+00	6.882481e-01
2.491000625000016e-07	1.600000e+00	6.869684e-01
2.500766250000016e-07	1.600000e+00	6.856937e-01
2.510531875000016e-07	1.600000e+00	6.844240e-01
2.520297500000016e-07	1.600000e+00	6.831592e-01
2.530063125000017e-07	1.600000e+00	6.818991e-01
2.539828750000017e-07	1.600000e+00	6.806437e-01
2.549594375000017e-07	1.600000e+00	6.793929e-01
2.559360000000017e-07	1.600000e+00	6.781467e-01
2.569125625000018e-07	1.600000e+00	6.769049e-01
2.578891250000018e-07	1.600000e+00	6.756674e-01
2.588656875000018e-07	1.600000e+00	6.744342e-01
2.598422500000018e-07	1.600000e+00	6.732053e-01
2.608188125000019e-07	1.600000e+00	6.719804e-01
2.617953750000019e-07	1.600000e+00	6.707596e-01
2.627719375000019e-07	1.600000e+00	6.695428e-01
2.637485000000019e-07	1.600000e+00	6.683300e-01
2.647250625000020e-07	1.600000e+00	6.671211e-01
2.657016250000020e-07	1.600000e+00	6.659159e-01
2.666781875000020e-07	1.600000e+00	6.647145e-01
2.676547500000020e-07	1.600000e+00	6.635168e-01
2.686313125000021e-07	1.600000e+00	6.623226e-01
2.696078750000021e-07	1.600000e+00	6.611321e-01
2.705844375000021e-07	1.600000e+00	6.599451e-01
2.715610000000021e-07	1.600000e+00	6.587616e-01
2.725375625000021e-07	1.600000e+00	6.575815e-01
2.735141250000022e-07	1.600000e+00	6.564048e-01
2.744906875000022e-07	1.600000e+00	6.552315e-01
2.754672500000022e-07	1.600000e+00	6.540614e-01
2.764438125000022e-07	1.600000e+00	6.528945e-01
2.774203750000023e-07	1.600000e+00	6.517309e-01
2.783969375000023e-07	1.600000e+00	6.505705e-01
2.793735000000023e-07	1.600000e+00	6.494132e-01
2.803500625000023e-07	1.600000e+00	6.482590e-01
2.813266250000024e-07	1.600000e+00	6.471078e-01
2.823031875000024e-07	1.600000e+00	6.459597e-01
2.832797500000024e-07	1.600000e+00	6.448146e-01
2.842563125000024e-07	1.600000e+00	6.436726e-01
2.852328750000025e-07	1.600000e+00	6.425334e-01
2.862094375000025e-07	1.600000e+00	6.413972e-01
2.871860000000025e-07	1.600000e+00	6.402640e-01
2.881625625000025e-07	1.600000e+00	6.391337e-01
2.891391250000026e-07	1.600000e+00	6.380062e-01
2.901156875000026e-07	1.600000e+00	6.368816e-01
2.910922500000026e-07	1.600000e+00	6.357599e-01
2.920688125000026e-07	1.600000e+00	6.346411e-01
2.930453750000026e-07	1.600000e+00	6.335251e-01
2.940219375000027e-07	1.600000e+00	6.324120e-01
2.949985000000027e-07	1.600000e+00	6.313017e-01
2.959750625000027e-07	1.600000e+00	6.301942e-01
2.969516250000027e-07	1.600000e+00	6.290897e-01
2.979281875000028e-07	1.600000e+00	6.279880e-01
2.989047500000028e-07	1.600000e+00	6.268892e-01
2.998813125000028e-07	1.600000e+00	6.257928e-01
3.000100000000000e-07	1.600000e+00	6.256485e-01
3.000110000000000e-07	1.600000e+00	6.256456e-01
3.000130000000000e-07	1.600000e+00	6.256405e-01
3.000150761357044e-07	1.600000e+00	6.256354e-01
3.000175367568902e-07	1.600000e+00	6.256295e-01
3.000200000000000e-07	1.600000e+00	6.256234e-01
3.000202463243110e-07	1.600000e+00	6.256228e-01
3.000207389729329e-07	1.600000e+00	6.256216e-01
3.000217242701769e-07	1.600000e+00	6.256193e-01
3.000233168122987e-07	1.600000e+00	6.256157e-01
3.000265018965425e-07	1.600000e+00	6.256085e-01
3.000328720650300e-07	1.600000e+00	6.255943e-01
3.000456124020049e-07	1.600000e+00	6.255660e-01
3.000710930759548e-07	1.600000e+00	6.255109e-01
3.001220544238545e-07	1.600000e+00	6.254056e-01
3.002239771196539e-07	1.600000e+00	6.252133e-01
3.004278225112528e-07	1.600000e+00	6.248900e-01
3.008355132944506e-07	1.600000e+00	6.244228e-01
3.016508948608462e-07	1.600000e+00	6.238641e-01
3.026274573608462e-07	1.600000e+00	6.235384e-01
3.036040198608463e-07	1.600000e+00	6.234132e-01
3.045805823608463e-07	1.600000e+00	6.233680e-01
3.055571448608463e-07	1.600000e+00	6.233492e-01
3.065337073608463e-07	1.600000e+00	6.233391e-01
3.075102698608464e-07	1.600000e+00	6.233317e-01
3.084868323608464e-07	1.600000e+00	6.233252e-01
3.094633948608464e-07	1.600000e+00	6.233191e-01
3.104399573608464e-07	1.600000e+00	6.233131e-01
3.114165198608465e-07	1.600000e+00	6.233070e-01
3.123930823608465e-07	1.600000e+00	6.233011e-01
3.133696448608465e-07	1.600000e+00	6.232951e-01
3.143462073608465e-07	1.600000e+00	6.232891e-01
3.153227698608466e-07	1.600000e+00	6.232831e-01
3.162993323608466e-07	1.600000e+00	6.232771e-01
3.172758948608466e-07	1.600000e+00	6.232711e-01
3.182524573608466e-07	1.600000e+00	6.232651e-01
3.192290198608466e-07	1.600000e+00	6.232592e-01
3.202055823608467e-07	1.600000e+00	6.232532e-01
3.211821448608467e-07	1.600000e+00	6.232472e-01
3.221587073608467e-07	1.600000e+00	6.232412e-01
3.231352698608467e-07	1.600000e+00	6.232352e-01
3.241118323608468e-07	1.600000e+00	6.232293e-01
3.250883948608468e-07	1.600000e+00	6.232232e-01
3.260649573608468e-07	1.600000e+00	6.232173e-01
3.270415198608468e-07	1.600000e+00	6.232113e-01
3.280180823608469e-07	1.600000e+00	6.232054e-01
3.289946448608469e-07	1.600000e+00	6.231993e-01
3.299712073608469e-07	1.600000e+00	6.231934e-01
3.309477698608469e-07	1.600000e+00	6.231874e-01
3.319243323608470e-07	1.600000e+00	6.231814e-01
3.329008948608470e-07	1.600000e+00	6.231754e-01
3.338774573608470e-07	1.600000e+00	6.231695e-01
3.348540198608470e-07	1.600000e+00	6.231635e-01
3.358305823608471e-07	1.600000e+00	6.231575e-01
3.368071448608471e-07	1.600000e+00	6.231515e-01
3.377837073608471e-07	1.600000e+00	6.231456e-01
3.387602698608471e-07	1.600000e+00	6.231396e-01
3.397368323608471e-07	1.600000e+00	6.231336e-01
3.407133948608472e-07	1.600000e+00	6.231276e-01
3.416899573608472e-07	1.600000e+00	6.231217e-01
3.426665198608472e-07	1.600000e+00	6.231157e-01
3.436430823608472e-07	1.600000e+00	6.231097e-01
3.446196448608473e-07	1.600000e+00	6.231037e-01
3.455962073608473e-07	1.600000e+00	6.230978e-01
3.465727698608473e-07	1.600000e+00	6.230918e-01
3.475493323608473e-07	1.600000e+00	6.230859e-01
3.485258948608474e-07	1.600000e+00	6.230798e-01
3.495024573608474e-07	1.600000e+00	6.230739e-01
3.504790198608474e-07	1.600000e+00	6.230679e-01
3.514555823608474e-07	1.600000e+00	6.230620e-01
3.524321448608475e-07	1.600000e+00	6.230560e-01
3.534087073608475e-07	1.600000e+00	6.230500e-01
3.543852698608475e-07	1.600000e+00	6.230441e-01
3.553618323608475e-07	1.600000e+00	6.230381e-01
3.563383948608475e-07	1.600000e+00	6.230321e-01
3.573149573608476e-07	1.600000e+00	6.230261e-01
3.582915198608476e-07	1.600000e+00	6.230202e-01
3.592680823608476e-07	1.600000e+00	6.230142e-01
3.602446448608476e-07	1.600000e+00	6.230083e-01
3.612212073608477e-07	1.600000e+00	6.230023e-01
3.621977698608477e-07	1.600000e+00	6.229963e-01
3.631743323608477e-07	1.600000e+00	6.229904e-01
3.641508948608477e-07	1.600000e+00	6.229844e-01
3.651274573608478e-07	1.600000e+00	6.229784e-01
3.661040198608478e-07	1.600000e+00	6.229725e-01
3.670805823608478e-07	1.600000e+00	6.229665e-01
3.680571448608478e-07	1.600000e+00	6.229606e-01
3.690337073608479e-07	1.600000e+00	6.229546e-01
3.700102698608479e-07	1.600000e+00	6.229486e-01
3.709868323608479e-07	1.600000e+00	6.229427e-01
3.719633948608479e-07	1.600000e+00	6.229367e-01
3.729399573608480e-07	1.600000e+00	6.229308e-01
3.739165198608480e-07	1.600000e+00	6.229248e-01
3.748930823608480e-07	1.600000e+00	6.229188e-01
3.758696448608480e-07	1.600000e+00	6.229129e-01
3.768462073608480e-07	1.600000e+00	6.229069e-01
3.778227698608481e-07	1.600000e+00	6.229010e-01
3.787993323608481e-07	1.600000e+00	6.228950e-01
3.797758948608481e-07	1.600000e+00	6.228890e-01
3.807524573608481e-07	1.600000e+00	6.228831e-01
3.817290198608482e-07	1.600000e+00	6.228771e-01
3.827055823608482e-07	1.600000e+00	6.228712e-01
3.836821448608482e-07	1.600000e+00	6.228652e-01
3.846587073608482e-07	1.600000e+00	6.228592e-01
3.856352698608483e-07	1.600000e+00	6.228533e-01
3.866118323608483e-07	1.600000e+00	6.228474e-01
3.875883948608483e-07	1.600000e+00	6.228414e-01
3.885649573608483e-07	1.600000e+00	6.228355e-01
3.895415198608484e-07	1.600000e+00	6.228295e-01
3.905180823608484e-07	1.600000e+00	6.228235e-01
3.914946448608484e-07	1.600000e+00	6.228176e-01
3.924712073608484e-07	1.600000e+00	6.228116e-01
3.934477698608485e-07	1.600000e+00	6.228057e-01
3.944243323608485e-07	1.600000e+00	6.227998e-01
3.954008948608485e-07	1.600000e+00	6.227938e-01
3.963774573608485e-07	1.600000e+00	6.227878e-01
3.973540198608485e-07	1.600000e+00	6.227819e-01
3.983305823608486e-07	1.600000e+00	6.227759e-01
3.993071448608486e-07	1.600000e+00	6.227700e-01
4.000100000000000e-07	1.600000e+00	6.227657e-01
4.000110000000001e-07	1.440000e+00	6.213645e-01
4.000130000000001e-07	1.120000e+00	6.189557e-01
4.000161388345963e-07	6.177865e-01	6.162619e-01
4.000193870041874e-07	9.807933e-02	6.143901e-01
4.000200000000001e-07	0.000000e+00	6.141091e-01
4.000201733499318e-07	0.000000e+00	6.140956e-01
4.000205200497951e-07	0.000000e+00	6.140789e-01
4.000212134495218e-07	0.000000e+00	6.140556e-01
4.000226002489752e-07	0.000000e+00	6.140100e-01
4.000253738478820e-07	0.000000e+00	6.139189e-01
4.000309210456956e-07	0.000000e+00	6.137370e-01
4.000420154413229e-07	0.000000e+00	6.133730e-01
4.000623094670452e-07	0.000000e+00	6.127068e-01
4.000981358523143e-07	0.000000e+00	6.115319e-01
4.001697886228524e-07	0.000000e+00	6.091947e-01
4.003047551694750e-07	0.000000e+00	6.048523e-01
4.005746882627202e-07	0.000000e+00	5.964016e-01
4.010793364188302e-07	0.000000e+00	5.813771e-01
4.020558989188303e-07	0.000000e+00	5.542656e-01
4.030324614188303e-07	0.000000e+00	5.293295e-01
4.040090239188303e-07	0.000000e+00	5.065467e-01
4.049855864188303e-07	0.000000e+00	4.855958e-01
4.059621489188303e-07	0.000000e+00	4.662223e-01
4.069387114188304e-07	0.000000e+00	4.482205e-01
4.079152739188304e-07	0.000000e+00	4.314221e-01
4.088918364188304e-07	0.000000e+00	4.156877e-01
4.098683989188304e-07	0.000000e+00	4.009002e-01
4.108449614188305e-07	0.000000e+00	3.869607e-01
4.118215239188305e-07	0.000000e+00	3.737846e-01
4.127980864188305e-07	0.000000e+00	3.612992e-01
4.137746489188305e-07	0.000000e+00	3.494414e-01
4.147512114188306e-07	0.000000e+00	3.381564e-01
4.157277739188306e-07	0.000000e+00	3.273959e-01
4.167043364188306e-07	0.000000e+00	3.171173e-01
4.176808989188306e-07	0.000000e+00	3.072830e-01
4.186574614188307e-07	0.000000e+00	2.978594e-01
4.196340239188307e-07	0.000000e+00	2.888166e-01
4.206105864188307e-07	0.000000e+00	2.801276e-01
4.215871489188307e-07	0.000000e+00	2.717682e-01
4.225637114188307e-07	0.000000e+00	2.637165e-01
4.235402739188308e-07	0.000000e+00	2.559527e-01
4.245168364188308e-07	0.000000e+00	2.484586e-01
4.254933989188308e-07	0.000000e+00	2.412179e-01
4.264699614188308e-07	0.000000e+00	2.342155e-01
4.274465239188309e-07	0.000000e+00	2.274377e-01
4.284230864188309e-07	0.000000e+00	2.208717e-01
4.293996489188309e-07	0.000000e+00	2.145061e-01
4.303762114188309e-07	0.000000e+00	2.083300e-01
4.313527739188310e-07	0.000000e+00	2.023337e-01
4.323293364188310e-07	0.000000e+00	1.965078e-01
4.333058989188310e-07	0.000000e+00	1.908440e-01
4.342824614188310e-07	0.000000e+00	1.853343e-01
4.352590239188311e-07	0.000000e+00	1.799715e-01
4.362355864188311e-07	0.000000e+00	1.747488e-01
4.372121489188311e-07	0.000000e+00	1.696598e-01
4.381887114188311e-07	0.000000e+00	1.646986e-01
4.391652739188312e-07	0.000000e+00	1.598597e-01
4.401418364188312e-07	0.000000e+00	1.551380e-01
4.411183989188312e-07	0.000000e+00	1.505286e-01
4.420949614188312e-07	0.000000e+00	1.460269e-01
4.430715239188312e-07	0.000000e+00	1.416289e-01
4.440480864188313e-07	0.000000e+00	1.373305e-01
4.450246489188313e-07	0.000000e+00	1.331281e-01
4.460012114188313e-07	0.000000e+00	1.290181e-01
4.469777739188313e-07	0.000000e+00	1.249973e-01
4.479543364188314e-07	0.000000e+00	1.210627e-01
4.489308989188314e-07	0.000000e+00	1.172114e-01
4.499074614188314e-07	0.000000e+00	1.134409e-01
4.508840239188314e-07	0.000000e+00	1.097485e-01
4.518605864188315e-07	0.000000e+00	1.061320e-01
4.528371489188315e-07	0.000000e+00	1.025893e-01
4.538137114188315e-07	0.000000e+00	9.911844e-02
4.547902739188315e-07	0.000000e+00	9.571750e-02
4.557668364188316e-07	0.000000e+00	9.238484e-02
4.567433989188316e-07	0.000000e+00	8.911896e-02
4.577199614188316e-07	0.000000e+00	8.591849e-02
4.586965239188316e-07	0.000000e+00	8.278219e-02
4.596730864188317e-07	0.000000e+00	7.970902e-02
4.606496489188317e-07	0.000000e+00	7.669804e-02
4.616262114188317e-07	0.000000e+00	7.374848e-02
4.626027739188317e-07	0.000000e+00	7.085975e-02
4.635793364188317e-07	0.000000e+00	6.803139e-02
4.645558989188318e-07	0.000000e+00	6.526311e-02
4.655324614188318e-07	0.000000e+00	6.255480e-02
4.665090239188318e-07	0.000000e+00	5.990648e-02
4.674855864188318e-07	0.000000e+00	5.731836e-02
4.684621489188319e-07	0.000000e+00	5.479081e-02
4.694387114188319e-07	0.000000e+00	5.232436e-02
4.704152739188319e-07	0.000000e+00	4.991968e-02
4.713918364188319e-07	0.000000e+00	4.757758e-02
4.723683989188320e-07	0.000000e+00	4.529897e-02
4.733449614188320e-07	0.000000e+00	4.308487e-02
4.743215239188320e-07	0.000000e+00	4.093635e-02
4.752980864188320e-07	0.000000e+00	3.885450e-02
4.762746489188321e-07	0.000000e+00	3.684041e-02
4.772512114188321e-07	0.000000e+00	3.489508e-02
4.782277739188321e-07	0.000000e+00	3.301946e-02
4.792043364188321e-07	0.000000e+00	3.121432e-02
4.801808989188321e-07	0.000000e+00	2.948027e-02
4.811574614188322e-07	0.000000e+00	2.781770e-02
4.821340239188322e-07	0.000000e+00	2.622677e-02
4.831105864188322e-07	0.000000e+00	2.470738e-02
4.840871489188322e-07	0.000000e+00	2.325915e-02
4.850637114188323e-07	0.000000e+00	2.188145e-02
4.860402739188323e-07	0.000000e+00	2.057335e-02
4.870168364188323e-07	0.000000e+00	1.933368e-02
4.879933989188323e-07	0.000000e+00	1.816103e-02
4.889699614188324e-07	0.000000e+00	1.705376e-02
4.899465239188324e-07	0.000000e+00	1.601002e-02
4.909230864188324e-07	0.000000e+00	1.502782e-02
4.918996489188324e-07	0.000000e+00	1.410501e-02
4.928762114188325e-07	0.000000e+00	1.323931e-02
4.938527739188325e-07	0.000000e+00	1.242836e-02
4.948293364188325e-07	0.000000e+00	1.166976e-02
4.958058989188325e-07	0.000000e+00	1.096105e-02
4.967824614188326e-07	0.000000e+00	1.029977e-02
4.977590239188326e-07	0.000000e+00	9.683443e-03
4.987355864188326e-07	0.000000e+00	9.109654e-03
4.997121489188326e-07	0.000000e+00	8.576008e-03
5.006887114188326e-07	0.000000e+00	8.080170e-03
5.016652739188327e-07	0.000000e+00	7.619870e-03
5.026418364188327e-07	0.000000e+00	7.192917e-03
5.036183989188327e-07	0.000000e+00	6.797202e-03
5.045949614188327e-07	0.000000e+00	6.430702e-03
5.055715239188328e-07	0.000000e+00	6.091488e-03
5.065480864188328e-07	0.000000e+00	5.777723e-03
5.075246489188328e-07	0.000000e+00	5.487663e-03
5.085012114188328e-07	0.000000e+00	5.219661e-03
5.094777739188329e-07	0.000000e+00	4.972161e-03
5.104543364188329e-07	0.000000e+00	4.743700e-03
5.114308989188329e-07	0.000000e+00	4.532900e-03
5.124074614188329e-07	0.000000e+00	4.338472e-03
5.133840239188330e-07	0.000000e+00	4.159210e-03
5.143605864188330e-07	0.000000e+00	3.993984e-03
5.153371489188330e-07	0.000000e+00	3.841742e-03
5.163137114188330e-07	0.000000e+00	3.701504e-03
5.172902739188331e-07	0.000000e+00	3.572355e-03
5.182668364188331e-07	0.000000e+00	3.453449e-03
5.192433989188331e-07	0.000000e+00	3.343995e-03
5.202199614188331e-07	0.000000e+00	3.243264e-03
5.211965239188331e-07	0.000000e+00	3.150577e-03
5.221730864188332e-07	0.000000e+00	3.065307e-03
5.231496489188332e-07	0.000000e+00	2.986871e-03
5.241262114188332e-07	0.000000e+00	2.914734e-03
5.251027739188332e-07	0.000000e+00	2.848397e-03
5.260793364188333e-07	0.000000e+00	2.787402e-03
5.270558989188333e-07	0.000000e+00	2.731325e-03
5.280324614188333e-07	0.000000e+00	2.679774e-03
5.290090239188333e-07	0.000000e+00	2.632389e-03
5.299855864188334e-07	0.000000e+00	2.588837e-03
